ID,headline,order,recalled,accuracy,Weightvar,accuracy_bool,recalled_bool,is_fake,classifying,DP_INCOME,DP_GENAGE,DP_EDUCATION_BAN,DP_USHHI2_der,EMP01_der,USRACE4_der,USRETH3_der,HCAL_REGION1_Label_abbreviation_US,HCAL_STDREGION_US,USHHI2,resp_gender,resp_age,DWD1,DWD4,DWD5,DWD6,GRID_DWD9_1_DWD9,GRID_DWD9_2_DWD9,GRID_DWD9_3_DWD9,GRID_DWD9_4_DWD9,GRID_DWD9_5_DWD9,GRID_DWD9_6_DWD9,GRID_DWD11_1_DWD11,GRID_DWD11_2_DWD11,GRID_DWD11_3_DWD11,GRID_DWD11_4_DWD11,GRID_DWD11_5_DWD11,GRID_DWD11_6_DWD11,GRID_DWD11_7_DWD11,GRID_DWD11_8_DWD11,GRID_DWD11_9_DWD11,GRID_DWD11_10_DWD11,GRID_DWD11_11_DWD11,GRID_DWD11_12_DWD11,GRID_DWD11_13_DWD11,GRID_DWD11_14_DWD11,GRID_DWD11_15_DWD11
1051061420,G,4,yes,somewhat accurate,0.811150692238137,True,True,False,4,3,6,6,7,2,1,2,50,3,15,2,71,2,0,4,2,1,8,3,8,8,5,2,3,3,2,4,4,5,4,5,5,3,3,3,3,1
1051061420,K,3,yes,very accurate,0.811150692238137,True,True,False,4,3,6,6,7,2,1,2,50,3,15,2,71,2,0,4,2,1,8,3,8,8,5,2,3,3,2,4,4,5,4,5,5,3,3,3,3,1
1141694411,D,1,yes,somewhat accurate,2.32565207765273,True,True,True,1,2,1,4,6,1,1,1,44,7,9,1,30,4,3,1,0,2,8,8,2,8,1,2,3,3,1,5,4,5,1,5,4,4,4,1,5,2
1141694411,H,4,yes,somewhat accurate,2.32565207765273,True,True,False,4,2,1,4,6,1,1,1,44,7,9,1,30,4,3,1,0,2,8,8,2,8,1,2,3,3,1,5,4,5,1,5,4,4,4,1,5,2
1067426972,K,3,yes,somewhat accurate,1.91596266000488,True,True,False,4,3,2,4,7,1,3,1,47,5,12,1,35,1,0,1,0,8,8,8,8,8,8,3,2,1,5,5,5,5,2,5,3,1,4,3,3,2
1144218999,E,2,yes,very accurate,0.689224711354068,True,True,True,1,4,2,7,8,1,1,2,23,3,18,1,44,1,0,4,1,1,8,8,8,8,8,3,5,3,4,5,5,5,5,3,3,3,3,5,3,5
1144218999,H,5,yes,very accurate,0.689224711354068,True,True,False,4,4,2,7,8,1,1,2,23,3,18,1,44,1,0,4,1,1,8,8,8,8,8,3,5,3,4,5,5,5,5,3,3,3,3,5,3,5
1144218999,I,3,yes,not at all accurate,0.689224711354068,False,True,False,3,4,2,7,8,1,1,2,23,3,18,1,44,1,0,4,1,1,8,8,8,8,8,3,5,3,4,5,5,5,5,3,3,3,3,5,3,5
1100860680,D,2,yes,somewhat accurate,1.09075965043092,True,True,True,1,5,3,7,9,1,1,2,22,1,20,1,67,1,0,1,0,8,8,8,8,8,7,4,4,1,4,4,4,4,1,4,4,3,3,4,4,2
1100860680,H,1,yes,very accurate,1.09075965043092,True,True,False,4,5,3,7,9,1,1,2,22,1,20,1,67,1,0,1,0,8,8,8,8,8,7,4,4,1,4,4,4,4,1,4,4,3,3,4,4,2
1100860680,K,5,yes,somewhat accurate,1.09075965043092,True,True,False,4,5,3,7,9,1,1,2,22,1,20,1,67,1,0,1,0,8,8,8,8,8,7,4,4,1,4,4,4,4,1,4,4,3,3,4,4,2
1090470832,G,1,yes,somewhat accurate,1.74944740348653,True,True,False,4,3,6,7,7,4,2,2,23,3,15,2,66,1,0,4,1,8,3,3,8,8,5,4,4,3,4,4,5,5,2,5,5,3,2,2,5,4
1100797869,G,1,yes,very accurate,0.742324017107872,True,True,False,4,4,6,4,8,4,1,2,36,3,17,2,63,1,0,4,1,1,8,7,8,8,6,2,2,3,2,5,4,5,1,5,5,2,3,2,4,4
1100797869,H,5,yes,somewhat accurate,0.742324017107872,True,True,False,4,4,6,4,8,4,1,2,36,3,17,2,63,1,0,4,1,1,8,7,8,8,6,2,2,3,2,5,4,5,1,5,5,2,3,2,4,4
1023868615,H,6,yes,very accurate,0.710922452758741,True,True,False,4,2,2,3,6,1,1,2,41,5,10,1,36,1,0,4,1,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
1023868615,K,2,yes,not very accurate,0.710922452758741,False,True,False,3,2,2,3,6,1,1,2,41,5,10,1,36,1,0,4,1,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
1100638515,A,3,yes,somewhat accurate,0.662631077498803,True,True,True,1,3,3,3,7,4,1,2,33,2,13,1,66,2,0,4,2,2,8,8,8,8,8,4,4,3,2,4,4,4,2,4,4,4,2,3,4,3
1100638515,C,1,yes,not very accurate,0.662631077498803,False,True,True,2,3,3,3,7,4,1,2,33,2,13,1,66,2,0,4,2,2,8,8,8,8,8,4,4,3,2,4,4,4,2,4,4,4,2,3,4,3
1100638515,D,2,yes,not at all accurate,0.662631077498803,False,True,True,2,3,3,3,7,4,1,2,33,2,13,1,66,2,0,4,2,2,8,8,8,8,8,4,4,3,2,4,4,4,2,4,4,4,2,3,4,3
1100638515,H,5,yes,somewhat accurate,0.662631077498803,True,True,False,4,3,3,3,7,4,1,2,33,2,13,1,66,2,0,4,2,2,8,8,8,8,8,4,4,3,2,4,4,4,2,4,4,4,2,3,4,3
1100638515,I,4,yes,somewhat accurate,0.662631077498803,True,True,False,4,3,3,3,7,4,1,2,33,2,13,1,66,2,0,4,2,2,8,8,8,8,8,4,4,3,2,4,4,4,2,4,4,4,2,3,4,3
1100638515,K,6,yes,somewhat accurate,0.662631077498803,True,True,False,4,3,3,3,7,4,1,2,33,2,13,1,66,2,0,4,2,2,8,8,8,8,8,4,4,3,2,4,4,4,2,4,4,4,2,3,4,3
1042937815,F,4,yes,somewhat accurate,1.05376049350997,True,True,False,4,5,2,7,9,1,1,2,33,2,20,1,48,3,2,4,2,1,8,8,8,1,3,4,4,1,3,1,4,3,3,5,5,3,5,2,4,3
1146838618,H,1,yes,somewhat accurate,0.647538448540507,True,True,False,4,3,4,5,7,8,1,2,1,6,11,2,24,1,0,4,1,8,1,4,8,8,1,4,1,1,4,4,4,5,1,5,3,1,2,2,4,4
1146838618,I,4,yes,not at all accurate,0.647538448540507,False,True,False,3,3,4,5,7,8,1,2,1,6,11,2,24,1,0,4,1,8,1,4,8,8,1,4,1,1,4,4,4,5,1,5,3,1,2,2,4,4
1145855111,D,4,yes,very accurate,0.942676875524932,True,True,True,1,3,6,5,7,1,4,2,10,5,14,2,58,2,0,4,2,2,8,8,2,8,8,4,4,4,4,4,5,5,4,5,4,4,3,3,5,1
1145855111,I,5,yes,very accurate,0.942676875524932,True,True,False,4,3,6,5,7,1,4,2,10,5,14,2,58,2,0,4,2,2,8,8,2,8,8,4,4,4,4,4,5,5,4,5,4,4,3,3,5,1
1145855111,K,2,yes,very accurate,0.942676875524932,True,True,False,4,3,6,5,7,1,4,2,10,5,14,2,58,2,0,4,2,2,8,8,2,8,8,4,4,4,4,4,5,5,4,5,4,4,3,3,5,1
1145455702,I,4,yes,very accurate,0.788657936878189,True,True,False,4,1,2,6,1,8,1,2,11,5,1,1,42,2,0,4,2,2,8,8,8,8,5,3,4,3,4,4,5,4,2,5,4,3,3,3,1,1
1135943646,A,4,yes,very accurate,0.856062529354088,True,True,True,1,3,1,6,7,1,1,2,10,5,12,1,23,2,0,4,2,2,2,8,8,3,2,3,3,3,1,1,3,3,2,3,3,3,3,3,3,3
1135943646,I,3,yes,not very accurate,0.856062529354088,False,True,False,3,3,1,6,7,1,1,2,10,5,12,1,23,2,0,4,2,2,2,8,8,3,2,3,3,3,1,1,3,3,2,3,3,3,3,3,3,3
1135943646,K,6,yes,very accurate,0.856062529354088,True,True,False,4,3,1,6,7,1,1,2,10,5,12,1,23,2,0,4,2,2,2,8,8,3,2,3,3,3,1,1,3,3,2,3,3,3,3,3,3,3
1146312390,D,4,yes,not at all accurate,0.765693397654372,False,True,True,2,2,6,7,6,1,1,2,10,5,10,2,67,3,1,4,1,1,8,7,8,8,2,4,1,1,3,4,4,4,1,4,4,1,4,4,1,3
1146312390,F,6,yes,somewhat accurate,0.765693397654372,True,True,False,4,2,6,7,6,1,1,2,10,5,10,2,67,3,1,4,1,1,8,7,8,8,2,4,1,1,3,4,4,4,1,4,4,1,4,4,1,3
1146312390,K,3,yes,somewhat accurate,0.765693397654372,True,True,False,4,2,6,7,6,1,1,2,10,5,10,2,67,3,1,4,1,1,8,7,8,8,2,4,1,1,3,4,4,4,1,4,4,1,4,4,1,3
1138026483,D,4,yes,very accurate,0.830006637822764,True,True,True,1,1,6,3,3,4,1,2,32,8,5,2,72,2,0,4,2,2,8,6,7,7,6,5,2,5,2,5,5,5,4,5,5,5,4,5,5,1
1138026483,K,6,yes,very accurate,0.830006637822764,True,True,False,4,1,6,3,3,4,1,2,32,8,5,2,72,2,0,4,2,2,8,6,7,7,6,5,2,5,2,5,5,5,4,5,5,5,4,5,5,1
1081885797,K,2,yes,not very accurate,0.868279792083357,False,True,False,3,1,3,3,1,1,1,2,17,4,3,1,61,1,0,4,5,5,8,8,8,8,7,5,5,4,4,5,5,5,3,5,5,4,3,5,5,4
1131046860,C,2,yes,somewhat accurate,0.708267147544739,True,True,True,1,4,1,7,8,1,1,2,33,2,16,1,30,2,0,4,2,1,2,3,3,1,1,2,2,1,1,1,2,2,1,3,3,3,1,2,3,1
1131046860,I,4,yes,very accurate,0.708267147544739,True,True,False,4,4,1,7,8,1,1,2,33,2,16,1,30,2,0,4,2,1,2,3,3,1,1,2,2,1,1,1,2,2,1,3,3,3,1,2,3,1
1145457883,B,2,yes,somewhat accurate,0.708267147544739,True,True,True,1,4,1,7,8,1,1,2,33,2,16,1,29,2,0,3,0,1,1,3,1,1,1,2,3,2,1,1,1,3,2,3,1,2,2,2,3,2
1145457883,C,3,yes,very accurate,0.708267147544739,True,True,True,1,4,1,7,8,1,1,2,33,2,16,1,29,2,0,3,0,1,1,3,1,1,1,2,3,2,1,1,1,3,2,3,1,2,2,2,3,2
1145457883,D,6,yes,very accurate,0.708267147544739,True,True,True,1,4,1,7,8,1,1,2,33,2,16,1,29,2,0,3,0,1,1,3,1,1,1,2,3,2,1,1,1,3,2,3,1,2,2,2,3,2
1145457883,J,5,yes,somewhat accurate,0.708267147544739,True,True,False,4,4,1,7,8,1,1,2,33,2,16,1,29,2,0,3,0,1,1,3,1,1,1,2,3,2,1,1,1,3,2,3,1,2,2,2,3,2
1106501778,F,6,yes,very accurate,0.767928863081901,True,True,False,4,1,6,4,1,8,1,2,40,1,3,2,57,3,1,4,1,1,8,8,8,8,5,5,4,2,3,3,4,5,3,5,4,2,4,4,5,4
1106137920,H,6,yes,not very accurate,0.779571624744114,False,True,False,3,3,3,6,7,4,1,2,36,3,14,1,68,1,0,4,1,3,8,8,8,8,8,4,4,3,4,4,5,5,2,5,4,3,5,4,4,4
1106137920,J,2,yes,somewhat accurate,0.779571624744114,True,True,False,4,3,3,6,7,4,1,2,36,3,14,1,68,1,0,4,1,3,8,8,8,8,8,4,4,3,4,4,5,5,2,5,4,3,5,4,4,4
1146066633,D,3,yes,somewhat accurate,0.839852320127191,True,True,True,1,2,1,6,5,8,1,2,38,9,8,1,24,3,2,4,2,3,7,5,8,3,3,4,2,2,4,4,4,4,4,4,4,2,3,4,4,1
1146066633,G,6,yes,not very accurate,0.839852320127191,False,True,False,3,2,1,6,5,8,1,2,38,9,8,1,24,3,2,4,2,3,7,5,8,3,3,4,2,2,4,4,4,4,4,4,4,2,3,4,4,1
1146066633,K,5,yes,very accurate,0.839852320127191,True,True,False,4,2,1,6,5,8,1,2,38,9,8,1,24,3,2,4,2,3,7,5,8,3,3,4,2,2,4,4,4,4,4,4,4,2,3,4,4,1
1146056610,B,2,yes,very accurate,0.710922452758741,True,True,True,1,2,2,3,4,1,1,2,49,5,6,1,41,2,0,4,2,1,8,8,8,8,2,5,4,4,4,4,4,5,4,5,5,4,4,4,4,1
1146056610,C,3,yes,very accurate,0.710922452758741,True,True,True,1,2,2,3,4,1,1,2,49,5,6,1,41,2,0,4,2,1,8,8,8,8,2,5,4,4,4,4,4,5,4,5,5,4,4,4,4,1
1146056610,F,6,yes,somewhat accurate,0.710922452758741,True,True,False,4,2,2,3,4,1,1,2,49,5,6,1,41,2,0,4,2,1,8,8,8,8,2,5,4,4,4,4,4,5,4,5,5,4,4,4,4,1
1146056610,I,5,yes,very accurate,0.710922452758741,True,True,False,4,2,2,3,4,1,1,2,49,5,6,1,41,2,0,4,2,1,8,8,8,8,2,5,4,4,4,4,4,5,4,5,5,4,4,4,4,1
1146056610,K,4,yes,very accurate,0.710922452758741,True,True,False,4,2,2,3,4,1,1,2,49,5,6,1,41,2,0,4,2,1,8,8,8,8,2,5,4,4,4,4,4,5,4,5,5,4,4,4,4,1
1146524979,A,2,yes,very accurate,1.70093620471884,True,True,True,1,1,2,7,1,6,2,2,1,6,1,1,46,1,0,1,0,1,1,6,8,8,2,5,5,5,1,5,5,5,1,5,5,1,1,1,5,1
1146524979,I,6,yes,very accurate,1.70093620471884,True,True,False,4,1,2,7,1,6,2,2,1,6,1,1,46,1,0,1,0,1,1,6,8,8,2,5,5,5,1,5,5,5,1,5,5,1,1,1,5,1
1146524979,K,1,yes,very accurate,1.70093620471884,True,True,False,4,1,2,7,1,6,2,2,1,6,1,1,46,1,0,1,0,1,1,6,8,8,2,5,5,5,1,5,5,5,1,5,5,1,1,1,5,1
1136868407,K,5,yes,not very accurate,1.35963829289396,False,True,False,3,3,2,6,7,1,3,2,5,9,13,1,47,1,0,4,1,2,8,8,8,8,8,4,4,1,2,5,4,4,1,4,5,4,1,1,4,3
1143426269,A,3,yes,very accurate,0.78342505500703,True,True,True,1,4,1,6,8,1,1,2,47,5,18,1,32,1,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1
1143426269,D,4,yes,somewhat accurate,0.78342505500703,True,True,True,1,4,1,6,8,1,1,2,47,5,18,1,32,1,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1
1143426269,H,5,yes,somewhat accurate,0.78342505500703,True,True,False,4,4,1,6,8,1,1,2,47,5,18,1,32,1,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1
1143426269,J,1,yes,very accurate,0.78342505500703,True,True,False,4,4,1,6,8,1,1,2,47,5,18,1,32,1,0,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1
1144324537,A,4,yes,somewhat accurate,2.52099164970128,True,True,True,1,1,1,3,1,2,1,1,5,9,3,1,32,1,0,1,0,1,4,3,3,4,2,2,3,2,2,1,2,2,2,3,3,2,3,1,1,2
1144324537,D,2,yes,somewhat accurate,2.52099164970128,True,True,True,1,1,1,3,1,2,1,1,5,9,3,1,32,1,0,1,0,1,4,3,3,4,2,2,3,2,2,1,2,2,2,3,3,2,3,1,1,2
1144324537,E,6,yes,somewhat accurate,2.52099164970128,True,True,True,1,1,1,3,1,2,1,1,5,9,3,1,32,1,0,1,0,1,4,3,3,4,2,2,3,2,2,1,2,2,2,3,3,2,3,1,1,2
1144324537,F,3,yes,somewhat accurate,2.52099164970128,True,True,False,4,1,1,3,1,2,1,1,5,9,3,1,32,1,0,1,0,1,4,3,3,4,2,2,3,2,2,1,2,2,2,3,3,2,3,1,1,2
1144324537,G,1,yes,somewhat accurate,2.52099164970128,True,True,False,4,1,1,3,1,2,1,1,5,9,3,1,32,1,0,1,0,1,4,3,3,4,2,2,3,2,2,1,2,2,2,3,3,2,3,1,1,2
1144324537,K,5,yes,somewhat accurate,2.52099164970128,True,True,False,4,1,1,3,1,2,1,1,5,9,3,1,32,1,0,1,0,1,4,3,3,4,2,2,3,2,2,1,2,2,2,3,3,2,3,1,1,2
1146572860,A,1,yes,somewhat accurate,0.782696236992401,True,True,True,1,2,3,3,6,4,1,2,15,3,9,1,62,3,2,4,2,1,8,8,8,8,3,3,3,3,1,5,5,5,3,5,5,3,5,4,5,2
1147280058,K,6,yes,very accurate,0.782696236992401,True,True,False,4,2,3,4,5,4,1,2,28,4,8,1,72,3,1,1,0,8,8,8,8,8,3,4,4,4,4,4,4,3,2,4,4,4,3,3,4,4
1142520454,E,3,yes,very accurate,0.633194584865808,True,True,True,1,4,2,6,8,1,1,2,5,9,16,1,44,1,0,4,1,1,1,3,1,1,2,1,2,2,3,2,3,1,1,1,2,2,1,1,1,1
1142520454,K,4,yes,very accurate,0.633194584865808,True,True,False,4,4,2,6,8,1,1,2,5,9,16,1,44,1,0,4,1,1,1,3,1,1,2,1,2,2,3,2,3,1,1,1,2,2,1,1,1,1
1076371049,B,1,yes,somewhat accurate,0.735884037056358,True,True,True,1,2,3,3,5,4,1,2,11,5,8,1,76,2,0,4,2,1,8,4,8,8,8,4,4,4,1,4,5,5,4,5,5,4,3,3,4,1
1141195754,H,1,yes,very accurate,0.712998012727869,True,True,False,4,1,2,7,3,8,1,2,22,1,5,1,51,1,0,4,1,2,4,8,4,2,4,1,1,1,2,2,2,3,2,4,2,1,2,2,4,4
1141195754,K,6,yes,very accurate,0.712998012727869,True,True,False,4,1,2,7,3,8,1,2,22,1,5,1,51,1,0,4,1,2,4,8,4,2,4,1,1,1,2,2,2,3,2,4,2,1,2,2,4,4
1052258496,H,2,yes,somewhat accurate,0.640154273184131,True,True,False,4,3,2,6,7,1,1,2,20,1,14,1,46,2,0,4,1,3,8,8,8,8,3,4,4,5,4,4,4,4,4,4,4,3,4,4,4,1
1144536587,H,2,yes,somewhat accurate,0.814401877001315,True,True,False,4,2,6,3,4,4,1,2,26,4,6,2,65,3,2,4,2,2,8,7,8,8,7,5,4,4,3,4,4,5,4,4,4,4,4,4,4,4
1024408638,A,3,yes,not very accurate,0.762636662671286,False,True,True,2,3,6,7,7,1,1,2,10,5,15,2,58,3,1,4,1,6,8,1,8,8,1,1,3,3,4,4,4,5,1,5,4,4,2,1,5,2
1024408638,H,6,yes,somewhat accurate,0.762636662671286,True,True,False,4,3,6,7,7,1,1,2,10,5,15,2,58,3,1,4,1,6,8,1,8,8,1,1,3,3,4,4,4,5,1,5,4,4,2,1,5,2
1146045775,B,4,yes,very accurate,2.07137965067389,True,True,True,1,4,1,7,8,1,1,1,5,9,17,1,18,2,0,4,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1
1146045775,C,2,yes,somewhat accurate,2.07137965067389,True,True,True,1,4,1,7,8,1,1,1,5,9,17,1,18,2,0,4,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1
1146045775,D,1,yes,very accurate,2.07137965067389,True,True,True,1,4,1,7,8,1,1,1,5,9,17,1,18,2,0,4,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1
1146045775,I,3,yes,somewhat accurate,2.07137965067389,True,True,False,4,4,1,7,8,1,1,1,5,9,17,1,18,2,0,4,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1
1146467414,F,5,yes,somewhat accurate,0.681977213099476,True,True,False,4,4,6,4,8,4,1,2,5,9,16,2,66,1,0,4,1,1,8,7,8,8,6,3,2,3,2,4,4,2,1,5,3,2,3,1,4,4
1100589868,D,6,yes,not at all accurate,0.689224711354068,False,True,True,2,4,2,6,8,1,1,2,15,3,16,1,35,1,0,4,1,2,5,8,4,2,3,4,2,2,4,1,4,4,2,4,2,2,4,4,4,2
1100589868,F,4,yes,very accurate,0.689224711354068,True,True,False,4,4,2,6,8,1,1,2,15,3,16,1,35,1,0,4,1,2,5,8,4,2,3,4,2,2,4,1,4,4,2,4,2,2,4,4,4,2
1100589868,I,2,yes,somewhat accurate,0.689224711354068,True,True,False,4,4,2,6,8,1,1,2,15,3,16,1,35,1,0,4,1,2,5,8,4,2,3,4,2,2,4,1,4,4,2,4,2,2,4,4,4,2
1100589868,K,5,yes,not at all accurate,0.689224711354068,False,True,False,3,4,2,6,8,1,1,2,15,3,16,1,35,1,0,4,1,2,5,8,4,2,3,4,2,2,4,1,4,4,2,4,2,2,4,4,4,2
1146856258,G,3,yes,very accurate,0.694676241826144,True,True,False,4,2,2,5,5,1,1,2,48,9,7,1,37,3,1,4,5,1,8,5,8,7,2,4,3,3,3,4,4,5,3,4,4,3,2,4,4,3
1106798743,K,6,yes,very accurate,0.748195544829893,True,True,False,4,2,6,4,4,2,1,2,38,9,6,2,60,2,0,4,2,8,8,8,8,8,8,4,5,4,4,4,4,5,3,5,5,4,3,3,5,2
1145594751,B,6,yes,somewhat accurate,0.708267147544739,True,True,True,1,4,1,6,8,1,1,2,33,2,18,1,25,1,0,4,1,1,2,7,6,3,1,2,4,2,1,3,5,3,2,2,4,3,2,2,3,4
1146203782,K,5,yes,not very accurate,0.732946304425445,False,True,False,3,3,3,4,7,1,1,2,1,6,15,1,64,2,0,3,0,1,7,4,6,7,4,4,4,4,2,4,4,4,4,5,4,4,2,4,3,1
1145562879,F,5,yes,not very accurate,0.630970840518837,False,True,False,3,4,6,4,8,7,1,2,33,2,16,2,56,2,0,4,2,1,2,3,2,8,7,1,4,3,1,4,4,5,3,5,4,4,4,1,4,3
1145562879,K,1,yes,somewhat accurate,0.630970840518837,True,True,False,4,4,6,4,8,7,1,2,33,2,16,2,56,2,0,4,2,1,2,3,2,8,7,1,4,3,1,4,4,5,3,5,4,4,4,1,4,3
1051203215,C,3,yes,somewhat accurate,0.814401877001315,True,True,True,1,2,6,6,5,4,1,2,26,4,7,2,68,2,0,1,0,1,8,8,8,8,8,5,3,3,3,4,4,5,3,5,5,4,4,4,5,2
1051203215,K,4,yes,very accurate,0.814401877001315,True,True,False,4,2,6,6,5,4,1,2,26,4,7,2,68,2,0,1,0,1,8,8,8,8,8,5,3,3,3,4,4,5,3,5,5,4,4,4,5,2
1082717208,F,5,yes,somewhat accurate,1.20650582495683,True,True,False,4,5,3,7,10,1,1,2,21,5,21,1,59,1,0,4,1,1,8,8,8,8,6,4,3,2,2,4,4,5,1,4,4,1,2,1,4,2
1143766053,A,1,yes,not at all accurate,0.868279792083357,False,True,True,2,1,3,3,2,4,1,2,36,3,4,1,68,3,3,4,5,5,8,8,8,8,8,5,5,4,5,5,5,5,2,5,5,4,3,1,5,2
1143766053,G,3,yes,very accurate,0.868279792083357,True,True,False,4,1,3,3,2,4,1,2,36,3,4,1,68,3,3,4,5,5,8,8,8,8,8,5,5,4,5,5,5,5,2,5,5,4,3,1,5,2
1143766053,K,4,yes,very accurate,0.868279792083357,True,True,False,4,1,3,3,2,4,1,2,36,3,4,1,68,3,3,4,5,5,8,8,8,8,8,5,5,4,5,5,5,5,2,5,5,4,3,1,5,2
1100591502,C,2,yes,very accurate,0.765693397654372,True,True,True,1,2,6,4,5,4,1,2,41,5,7,2,66,2,0,4,2,7,8,8,8,8,7,5,5,4,3,5,5,5,2,5,5,4,5,5,5,2
1039926831,B,4,yes,somewhat accurate,0.765693397654372,True,True,True,1,2,6,5,6,1,1,2,10,5,10,2,60,2,0,4,2,1,8,8,8,8,6,3,3,4,1,5,5,5,3,5,5,3,3,3,3,2
1100798792,D,1,yes,very accurate,1.17893439568548,True,True,True,1,5,3,5,9,1,1,2,32,8,19,1,60,2,0,4,2,8,8,8,8,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
1100798792,I,2,yes,very accurate,1.17893439568548,True,True,False,4,5,3,5,9,1,1,2,32,8,19,1,60,2,0,4,2,8,8,8,8,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
1100798792,K,4,yes,very accurate,1.17893439568548,True,True,False,4,5,3,5,9,1,1,2,32,8,19,1,60,2,0,4,2,8,8,8,8,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
1138360237,E,1,yes,somewhat accurate,0.585836757813313,True,True,True,1,4,2,6,8,1,1,2,33,2,16,1,38,1,0,4,1,1,1,3,2,2,1,2,3,2,2,1,2,3,1,2,3,3,2,2,2,1
1100824400,D,4,yes,somewhat accurate,0.606406390349257,True,True,True,1,4,3,7,8,4,1,2,33,2,18,1,66,2,0,4,2,1,8,8,8,8,3,4,4,4,2,4,4,4,4,5,4,2,4,3,4,1
1100824400,I,3,yes,very accurate,0.606406390349257,True,True,False,4,4,3,7,8,4,1,2,33,2,18,1,66,2,0,4,2,1,8,8,8,8,3,4,4,4,2,4,4,4,4,5,4,2,4,3,4,1
1100824400,K,2,yes,somewhat accurate,0.606406390349257,True,True,False,4,4,3,7,8,4,1,2,33,2,18,1,66,2,0,4,2,1,8,8,8,8,3,4,4,4,2,4,4,4,4,5,4,2,4,3,4,1
1035329676,D,6,yes,not very accurate,0.779571624744114,False,True,True,2,3,3,5,7,1,1,2,50,3,12,1,63,3,3,4,5,8,8,8,8,8,6,5,4,4,4,4,4,5,4,5,5,4,4,2,5,4
1035329676,F,1,yes,very accurate,0.779571624744114,True,True,False,4,3,3,5,7,1,1,2,50,3,12,1,63,3,3,4,5,8,8,8,8,8,6,5,4,4,4,4,4,5,4,5,5,4,4,2,5,4
1137991809,F,2,yes,somewhat accurate,0.691903015392675,True,True,False,4,3,2,6,7,1,1,2,5,9,15,1,38,1,0,4,1,2,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1137991809,H,5,yes,somewhat accurate,0.691903015392675,True,True,False,4,3,2,6,7,1,1,2,5,9,15,1,38,1,0,4,1,2,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
1142402217,A,5,yes,not very accurate,3.81298225972538,False,True,True,2,5,1,6,9,1,1,1,43,6,19,1,32,2,0,2,0,1,2,7,6,3,6,1,4,1,2,4,2,2,1,2,1,2,4,3,3,3
1142402217,F,2,yes,somewhat accurate,3.81298225972538,True,True,False,4,5,1,6,9,1,1,1,43,6,19,1,32,2,0,2,0,1,2,7,6,3,6,1,4,1,2,4,2,2,1,2,1,2,4,3,3,3
1142402217,G,3,yes,very accurate,3.81298225972538,True,True,False,4,5,1,6,9,1,1,1,43,6,19,1,32,2,0,2,0,1,2,7,6,3,6,1,4,1,2,4,2,2,1,2,1,2,4,3,3,3
1129947823,K,2,yes,somewhat accurate,1.49881011443804,True,True,False,4,5,1,7,9,1,1,2,23,3,19,1,30,2,0,4,2,7,8,8,8,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1119915085,A,1,yes,not at all accurate,0.710922452758741,False,True,True,2,2,2,4,4,4,1,2,11,5,6,1,51,2,0,4,2,1,8,8,8,8,1,4,5,4,4,4,5,4,4,5,5,4,3,2,5,2
1119915085,C,3,yes,somewhat accurate,0.710922452758741,True,True,True,1,2,2,4,4,4,1,2,11,5,6,1,51,2,0,4,2,1,8,8,8,8,1,4,5,4,4,4,5,4,4,5,5,4,3,2,5,2
1107138315,K,4,yes,somewhat accurate,0.67075532355674,True,True,False,4,4,3,6,8,4,1,2,21,5,16,1,55,1,0,4,1,1,4,4,3,2,1,2,3,1,2,3,3,4,2,5,5,1,2,1,4,1
1064514012,A,5,yes,not very accurate,0.779571624744114,False,True,True,2,3,3,5,7,1,1,2,15,3,14,1,60,3,2,4,2,1,8,8,8,8,6,4,3,4,1,4,4,5,3,5,3,4,5,5,3,3
1064514012,F,1,yes,not very accurate,0.779571624744114,False,True,False,3,3,3,5,7,1,1,2,15,3,14,1,60,3,2,4,2,1,8,8,8,8,6,4,3,4,1,4,4,5,3,5,3,4,5,5,3,3
1064514012,K,6,yes,very accurate,0.779571624744114,True,True,False,4,3,3,5,7,1,1,2,15,3,14,1,60,3,2,4,2,1,8,8,8,8,6,4,3,4,1,4,4,5,3,5,3,4,5,5,3,3
